CODIGO_VENDA;CODIGO_CLIENTE;CODIGO_FORMA_PAGAMENTO;CODIGO_LOJA_VENDEDOR;DATA_VENDA;VALOR_FINAL;TIPO_PAGAMENTO
868;745;2;8;2022-03-12 17:30:17;1979.44;A VISTA
869;311;2;3;2021-08-25 17:14:44;897.75;A VISTA
870;1300;1;6;2017-06-20 16:37:50;101.89;A VISTA
871;715;2;6;2022-02-13 11:23:26;803.29;A VISTA
872;997;4;0;2023-12-17 14:57:58;2197.12;A VISTA
873;626;1;1;2023-12-17 14:57:58;323.9;A VISTA
874;136;2;16;2019-04-15 09:35:00;146.76;PARCELADO
875;410;2;4;2017-10-29 10:40:39;940.18;PARCELADO
876;281;1;7;2022-06-03 11:11:16;1699.82;PARCELADO
877;119;2;16;2023-08-28 13:44:41;755.87;A VISTA
878;676;4;5;2019-11-05 10:14:19;15.2;A VISTA
879;989;4;0;2021-08-24 21:17:22;196.72;A VISTA
880;488;1;1;2021-08-24 21:17:22;202.07;A VISTA
881;590;1;1;2021-08-24 21:17:22;1139.97;A VISTA
882;1167;2;1;2021-08-24 21:17:22;660.08;PARCELADO
883;1342;2;15;2020-01-28 11:48:18;730.8;A VISTA
884;954;2;16;2024-01-07 13:56:32;62.44;PARCELADO
885;147;3;14;2019-10-27 15:49:12;1265.62;A VISTA
886;296;1;4;2023-02-21 13:33:33;339.05;A VISTA
887;1221;1;13;2020-05-04 10:12:45;448.01;A VISTA
888;320;3;15;2023-02-23 11:38:36;999.61;A VISTA
889;205;2;6;2022-12-15 12:10:32;753.77;A VISTA
890;1174;2;9;2018-07-26 11:05:17;2423.18;A VISTA
891;536;1;4;2023-05-21 10:22:21;21.23;A VISTA
892;836;4;15;2020-11-13 13:48:03;987.61;A VISTA
893;154;3;15;2018-12-06 17:10:45;1207.7;A VISTA
894;1021;2;4;2018-12-25 10:51:32;457.39;PARCELADO
895;876;2;7;2021-04-16 10:48:09;1576.65;A VISTA
896;1075;2;7;2017-03-20 16:29:03;458.5;PARCELADO
897;925;3;11;2021-11-13 17:16:43;1653.35;A VISTA
898;1184;2;5;2021-01-24 09:07:14;716.11;PARCELADO
899;1103;3;15;2017-01-22 11:45:48;605.73;A VISTA
900;842;4;4;2019-03-17 14:38:16;52.64;A VISTA
901;825;1;5;2022-12-20 17:02:29;2121.03;A VISTA
902;472;1;3;2022-06-15 17:38:52;136.35;A VISTA
903;812;4;6;2018-12-12 12:36:30;159.17;A VISTA
904;101;4;15;2017-07-08 17:21:42;137.49;A VISTA
905;757;1;6;2022-03-22 14:40:00;573.41;A VISTA
906;378;4;15;2022-10-06 13:05:42;1081.87;A VISTA
907;529;1;13;2020-07-27 13:43:03;396.9;A VISTA
908;1364;2;16;2020-04-13 15:40:21;2222.04;A VISTA
909;269;1;1;2020-04-13 15:40:21;2960.5;A VISTA
910;125;4;10;2023-10-23 13:00:08;32.18;A VISTA
911;449;1;8;2018-12-22 12:38:57;2222.97;A VISTA
912;1046;2;5;2018-11-04 11:05:35;1174.58;A VISTA
913;707;2;1;2018-11-04 11:05:35;610.79;A VISTA
914;1008;2;14;2020-06-15 16:57:58;483.05;PARCELADO
915;1254;1;0;2017-11-24 09:09:04;1600.46;A VISTA
916;368;4;12;2023-11-22 10:35:18;2569.67;A VISTA
917;402;1;9;2021-07-13 17:09:45;3.12;A VISTA
918;584;1;11;2023-01-27 14:53:16;931.07;A VISTA
919;157;4;8;2017-03-26 09:17:13;25.35;PARCELADO
920;956;2;9;2017-05-31 17:51:01;1173.47;A VISTA
921;819;3;0;2021-03-18 02:54:03;684.86;A VISTA
922;551;2;16;2017-07-31 16:18:37;263.8;A VISTA
923;886;4;15;2021-04-11 09:01:03;1516.56;PARCELADO
924;260;1;1;2021-04-11 09:01:03;661.85;A VISTA
925;517;4;5;2021-02-27 09:25:31;885.04;PARCELADO
926;595;2;0;2023-10-08 05:41:47;1311.0;A VISTA
927;672;3;6;2020-07-26 10:21:40;176.68;A VISTA
928;403;2;9;2017-08-19 10:20:39;2064.73;PARCELADO
929;891;2;13;2020-09-01 14:33:20;313.73;A VISTA
930;364;4;14;2018-06-04 11:34:09;58.98;A VISTA
931;1183;4;16;2021-10-25 10:04:08;1217.13;A VISTA
932;243;1;15;2023-02-21 13:58:07;179.14;PARCELADO
933;1283;2;6;2022-12-11 15:55:53;1134.8;A VISTA
934;1044;3;16;2022-01-31 13:02:43;3.69;A VISTA
935;608;3;5;2023-04-07 16:48:53;1119.65;PARCELADO
936;597;4;14;2018-12-03 14:16:54;1345.68;A VISTA
937;1118;4;0;2024-01-06 23:41:33;279.06;A VISTA
938;112;1;13;2018-08-30 10:55:25;1187.13;A VISTA
939;868;1;6;2022-03-24 15:34:22;724.94;A VISTA
940;234;4;3;2022-08-06 11:06:14;788.7;A VISTA
941;1268;3;4;2021-05-23 17:48:39;935.88;A VISTA
942;950;3;12;2021-11-23 16:35:57;803.11;A VISTA
943;952;1;5;2018-12-25 12:37:58;516.61;A VISTA
944;358;3;15;2017-03-12 12:53:10;997.82;A VISTA
945;1292;4;5;2019-03-20 11:41:26;1416.89;A VISTA
946;1293;1;7;2022-07-06 17:33:56;160.66;A VISTA
947;206;4;13;2021-02-21 13:52:09;687.3;A VISTA
948;51;4;9;2019-04-15 09:08:14;1262.28;A VISTA
949;342;1;2;2023-07-17 12:00:57;78.32;A VISTA
950;84;3;2;2020-04-09 14:53:34;1558.64;A VISTA
951;1375;3;14;2019-11-01 14:11:36;1143.62;A VISTA
952;734;4;1;2019-11-01 14:11:36;1628.14;A VISTA
953;1020;1;1;2019-11-01 14:11:36;1452.81;A VISTA
954;93;4;5;2021-07-02 16:56:55;1228.87;A VISTA
955;992;2;1;2021-07-02 16:56:55;294.51;PARCELADO
956;1321;2;2;2020-04-15 15:56:13;835.14;A VISTA
957;179;1;11;2021-04-20 11:14:42;60.28;A VISTA
958;1028;3;0;2020-10-04 00:35:25;2522.93;A VISTA
959;472;4;7;2019-01-28 11:00:02;1514.59;A VISTA
960;1311;4;3;2022-03-27 09:06:17;402.46;PARCELADO
961;1369;3;14;2018-01-31 17:10:33;1597.42;A VISTA
962;548;1;11;2021-01-18 16:49:45;310.92;A VISTA
963;1043;4;16;2021-10-23 13:39:52;261.24;PARCELADO
964;1007;3;15;2023-05-05 11:08:28;416.66;A VISTA
965;798;4;2;2021-02-15 11:55:40;519.0;A VISTA
966;313;2;13;2023-11-16 10:10:48;1876.15;A VISTA
967;371;2;5;2017-01-12 17:31:34;1484.97;A VISTA
968;1196;3;10;2018-08-16 11:56:11;888.87;A VISTA
969;28;3;12;2022-01-13 10:58:17;1685.24;A VISTA
970;1135;2;2;2017-07-10 16:05:54;62.52;A VISTA
971;616;2;5;2018-09-02 12:08:11;1884.13;A VISTA
972;49;2;14;2020-09-28 17:23:07;410.7;PARCELADO
973;630;1;16;2019-11-10 10:53:01;1025.35;A VISTA
974;1335;3;0;2018-06-13 03:18:40;1687.3;A VISTA
975;655;4;9;2023-03-24 09:45:34;1193.2;A VISTA
976;986;2;2;2019-02-07 09:02:14;97.66;A VISTA
977;794;2;13;2020-07-21 15:34:18;1562.39;A VISTA
978;379;4;4;2018-01-22 14:08:45;1278.47;PARCELADO
979;387;1;1;2018-01-22 14:08:45;702.79;A VISTA
980;840;4;0;2022-10-24 06:50:16;606.01;A VISTA
981;76;4;4;2021-10-26 10:56:58;688.19;PARCELADO
982;1025;2;14;2017-03-03 09:55:04;1330.28;A VISTA
983;1208;3;6;2020-06-20 09:42:19;2072.28;A VISTA
984;669;3;15;2019-06-08 11:13:02;1224.84;A VISTA
985;1220;1;10;2022-06-25 12:57:33;2716.4;A VISTA
986;512;3;10;2020-10-04 12:31:21;631.55;A VISTA
987;713;4;7;2020-11-27 10:51:27;1651.62;A VISTA
988;243;2;1;2020-11-27 10:51:27;2891.96;A VISTA
989;581;4;14;2018-09-14 15:07:54;181.17;A VISTA
990;1321;4;9;2018-11-11 17:40:21;758.76;A VISTA
991;732;4;4;2020-05-25 10:54:01;1218.29;PARCELADO
992;409;1;0;2022-10-26 17:37:44;871.64;A VISTA
993;1397;2;7;2017-03-11 15:46:06;432.68;A VISTA
994;1370;4;2;2023-05-09 09:53:27;394.25;PARCELADO
995;90;3;2;2017-11-23 10:34:28;1061.45;A VISTA
996;591;2;8;2022-11-17 17:13:52;3709.88;A VISTA
997;656;3;10;2022-08-03 09:32:12;158.78;A VISTA
998;1290;4;2;2019-08-04 16:51:36;1424.14;PARCELADO
999;1229;4;10;2018-07-13 11:48:57;839.28;A VISTA
1000;730;4;16;2017-01-27 15:24:15;394.99;A VISTA
1001;642;3;2;2023-03-24 12:31:27;1353.64;PARCELADO
1002;17;2;5;2022-05-08 11:26:29;675.87;A VISTA
1003;1002;3;2;2017-10-28 12:58:52;1845.58;A VISTA
1004;1172;3;4;2019-09-24 13:08:37;1496.51;A VISTA
1005;398;1;16;2018-11-23 13:29:54;218.26;A VISTA
1006;785;3;14;2020-01-25 14:09:46;409.47;A VISTA
1007;958;3;16;2023-12-27 14:47:07;1057.2;A VISTA
1008;145;3;1;2023-12-27 14:47:07;47.31;A VISTA
1009;759;1;4;2018-09-17 09:00:49;633.06;A VISTA
1010;1393;2;12;2022-03-31 09:58:33;1590.19;A VISTA
1011;681;1;5;2020-05-14 11:17:31;1204.14;PARCELADO
1012;326;1;16;2021-10-28 17:26:03;218.22;A VISTA
1013;993;1;6;2019-04-24 12:03:15;475.52;PARCELADO
1014;261;3;3;2020-06-07 16:07:56;1372.53;A VISTA
1015;107;2;1;2020-06-07 16:07:56;1828.59;A VISTA
1016;475;4;5;2020-11-01 11:31:27;1512.13;A VISTA
1017;79;4;9;2019-05-17 09:24:08;1049.4;A VISTA
1018;618;1;14;2022-07-31 16:45:42;278.54;A VISTA
1019;288;1;13;2019-07-18 14:22:14;152.8;A VISTA
1020;203;4;2;2019-07-31 17:48:09;785.01;A VISTA
1021;834;3;2;2020-05-21 15:43:28;187.97;A VISTA
1022;636;4;15;2023-09-23 13:25:32;2435.0;PARCELADO
1023;277;1;7;2020-03-26 15:39:00;1130.42;A VISTA
1024;1071;4;8;2017-04-12 12:27:47;1429.97;A VISTA
1025;1018;2;4;2021-04-03 09:24:50;80.63;A VISTA
1026;808;3;7;2019-08-18 14:08:22;1607.78;A VISTA
1027;1342;3;1;2019-08-18 14:08:22;1345.62;A VISTA
1028;1217;1;5;2018-01-11 15:27:49;594.26;A VISTA
1029;1101;3;3;2018-02-15 14:37:58;526.98;A VISTA
1030;1316;4;10;2019-05-22 10:58:23;973.9;A VISTA
1031;4;2;6;2023-03-12 14:09:17;572.05;PARCELADO
1032;841;3;7;2017-06-05 17:24:53;1130.2;A VISTA
1033;756;4;13;2019-08-06 13:17:28;1468.62;A VISTA
1034;771;1;4;2019-01-02 11:45:00;382.97;A VISTA
1035;258;2;9;2019-03-19 14:44:21;292.51;A VISTA
1036;1100;2;16;2019-12-09 11:14:55;1372.81;PARCELADO
1037;741;1;0;2020-12-29 19:15:14;734.94;PARCELADO
1038;1156;3;6;2018-09-10 15:26:44;145.55;A VISTA
1039;195;1;8;2021-01-08 14:54:50;856.79;A VISTA
1040;815;4;5;2017-04-06 17:11:39;4.38;A VISTA
1041;643;3;12;2022-02-18 16:22:50;1656.78;A VISTA
1042;621;4;0;2021-07-10 19:50:39;4.41;A VISTA
1043;135;4;6;2019-08-06 14:21:17;366.69;PARCELADO
1044;1235;1;16;2018-01-19 10:22:54;1400.77;PARCELADO
1045;853;3;8;2018-12-26 11:40:49;424.9;PARCELADO
1046;13;2;14;2019-01-25 17:33:23;1557.72;A VISTA
1047;1263;2;7;2017-03-28 10:29:27;768.99;PARCELADO
1048;3;2;14;2020-04-16 17:39:05;2064.54;A VISTA
1049;43;1;6;2022-01-28 15:22:25;1081.52;PARCELADO
1050;90;1;0;2023-02-10 01:23:46;218.37;A VISTA
1051;756;4;12;2018-08-22 09:01:29;69.2;A VISTA
1052;713;4;11;2018-09-16 17:43:08;1658.06;A VISTA
1053;38;4;9;2022-09-26 10:58:08;5.08;PARCELADO
1054;848;4;3;2024-01-09 14:35:08;1064.74;PARCELADO
1055;1346;4;9;2023-10-09 12:09:31;995.76;PARCELADO
1056;345;3;12;2021-10-19 12:36:50;1008.04;A VISTA
1057;167;4;0;2018-11-03 00:10:16;1173.29;A VISTA
1058;579;1;15;2018-03-22 14:37:26;807.65;A VISTA
1059;1081;2;0;2021-08-16 22:00:19;1078.64;A VISTA
1060;1035;1;11;2023-08-10 09:58:25;1124.01;A VISTA
1061;54;1;1;2023-08-10 09:58:25;58.32;A VISTA
1062;658;3;13;2018-08-17 14:12:13;4109.99;A VISTA
1063;922;4;13;2019-11-10 16:56:49;194.75;A VISTA
1064;804;4;7;2021-02-26 15:05:04;21.98;PARCELADO
1065;1362;2;6;2021-06-17 17:16:46;941.17;A VISTA
1066;185;2;4;2018-11-05 13:16:57;994.87;A VISTA
1067;1169;2;0;2018-02-23 01:09:35;2507.48;A VISTA
1068;1017;4;10;2017-06-13 17:35:37;654.38;A VISTA
1069;1163;2;12;2017-01-13 17:42:31;1025.81;A VISTA
1070;807;1;5;2021-01-17 17:48:05;151.54;A VISTA
1071;1008;3;15;2022-04-19 14:09:31;519.55;A VISTA
1072;94;4;2;2023-03-16 17:16:52;1251.06;A VISTA
1073;1326;1;12;2023-06-14 09:04:18;933.86;A VISTA
1074;1040;2;12;2022-04-29 15:58:30;1075.15;A VISTA
1075;919;4;2;2023-11-25 09:57:11;879.31;A VISTA
1076;1162;2;11;2020-01-03 15:17:37;70.79;PARCELADO
1077;1206;2;13;2023-08-06 17:39:33;1190.33;PARCELADO
1078;772;4;0;2021-09-11 02:54:03;1641.36;A VISTA
1079;1253;4;10;2020-12-11 10:33:53;483.3;A VISTA
1080;1216;3;13;2022-02-18 12:17:00;490.39;A VISTA
1081;751;3;2;2018-10-30 12:11:13;180.08;PARCELADO
1082;552;4;6;2018-09-13 16:56:18;511.85;A VISTA
1083;63;3;8;2022-07-09 16:53:43;1328.09;PARCELADO
1084;649;4;3;2020-03-22 13:39:54;534.86;A VISTA
1085;768;2;10;2020-10-12 12:05:12;1040.46;PARCELADO
1086;355;4;2;2023-08-21 15:10:34;7.68;A VISTA
1087;229;2;14;2021-10-04 17:43:45;1048.46;A VISTA
1088;977;2;14;2021-09-19 10:47:41;443.88;PARCELADO
1089;35;4;11;2021-12-12 15:42:52;66.75;A VISTA
1090;834;4;6;2021-09-08 09:07:40;1222.13;PARCELADO
1091;633;4;12;2022-08-01 10:29:57;2042.42;A VISTA
1092;1107;3;4;2021-08-30 14:44:27;120.47;A VISTA
1093;836;4;13;2020-08-07 10:39:07;998.16;A VISTA
1094;177;1;9;2021-07-10 17:26:48;547.11;A VISTA
1095;646;4;15;2021-08-02 14:24:33;1605.24;PARCELADO
1096;1000;4;0;2018-12-03 05:39:48;612.57;A VISTA
1097;1162;2;13;2022-07-14 10:33:32;961.16;PARCELADO
1098;119;2;0;2022-07-31 01:24:02;2042.24;A VISTA
1099;417;2;5;2023-03-20 14:21:08;1447.3;A VISTA
1100;973;1;4;2021-06-11 16:48:04;1179.93;A VISTA
1101;683;1;3;2017-01-30 13:43:40;7.02;A VISTA
1102;403;4;14;2019-01-30 16:29:16;602.89;A VISTA
1103;1239;4;5;2023-10-07 17:05:37;885.73;A VISTA
1104;165;3;4;2021-01-29 14:13:32;643.62;A VISTA
1105;487;2;4;2018-04-21 14:55:55;883.03;A VISTA
1106;1073;1;4;2020-04-27 15:10:34;585.17;PARCELADO
1107;249;2;0;2018-12-11 07:55:37;1661.1;PARCELADO
1108;758;1;0;2019-04-05 18:04:26;776.0;A VISTA
1109;1075;1;7;2019-04-15 16:50:41;1743.61;A VISTA
1110;193;1;3;2017-06-15 15:51:19;285.99;A VISTA
1111;908;2;2;2022-11-17 11:42:09;224.31;PARCELADO
1112;1247;1;10;2018-08-04 17:08:54;700.69;A VISTA
1113;1099;3;15;2020-09-09 11:40:36;105.76;A VISTA
1114;1268;3;16;2017-09-17 13:08:07;2486.93;A VISTA
1115;1191;4;12;2022-02-03 11:05:29;2784.14;PARCELADO
1116;1012;2;12;2023-05-15 11:12:27;334.5;A VISTA
1117;593;1;15;2024-01-13 16:01:48;1373.58;A VISTA
1118;689;2;13;2017-09-08 15:51:40;913.42;A VISTA
1119;1385;1;15;2019-06-29 16:53:01;1391.29;PARCELADO
1120;1266;3;14;2018-03-08 12:19:44;902.73;A VISTA
1121;878;1;10;2020-10-31 10:17:37;1327.14;A VISTA
1122;987;2;3;2023-11-29 10:50:01;501.67;PARCELADO
1123;212;2;13;2021-11-26 16:24:00;677.68;PARCELADO
1124;1370;1;14;2023-09-02 17:30:27;1466.27;A VISTA
1125;725;1;0;2021-06-19 16:34:04;1171.62;A VISTA
1126;396;3;7;2020-11-28 17:58:44;633.22;A VISTA
1127;451;4;1;2020-11-28 17:58:44;460.56;A VISTA
1128;171;2;8;2023-03-19 11:32:25;3910.52;A VISTA
1129;153;3;15;2018-02-08 15:22:37;953.28;A VISTA
1130;315;1;16;2017-07-14 09:19:36;1986.17;A VISTA
1131;1012;1;4;2023-10-07 13:52:04;1252.5;PARCELADO
1132;850;4;16;2020-01-26 16:29:02;6.19;A VISTA
1133;163;4;7;2018-01-21 16:52:55;2456.06;PARCELADO
1134;1263;3;13;2017-02-01 15:15:04;738.4;PARCELADO
1135;963;1;1;2017-02-01 15:15:04;664.55;A VISTA
1136;465;3;9;2022-11-06 12:58:14;2116.27;PARCELADO
1137;951;2;5;2021-05-30 11:09:16;433.32;PARCELADO
1138;140;3;14;2017-04-09 10:37:21;807.42;A VISTA
1139;1104;4;5;2019-10-31 13:49:50;1516.62;A VISTA
1140;872;1;14;2019-09-13 16:13:29;502.5;A VISTA
1141;1397;4;9;2021-04-04 09:00:45;420.2;A VISTA
1142;763;4;12;2022-04-21 17:02:54;443.22;PARCELADO
1143;1273;1;9;2018-08-19 13:41:03;1757.12;PARCELADO
1144;1026;1;9;2017-09-21 13:45:37;408.95;A VISTA
1145;669;3;8;2021-07-11 09:19:46;738.63;PARCELADO
1146;993;4;5;2023-02-02 10:40:52;1692.93;A VISTA
1147;302;1;12;2020-11-11 09:19:01;1880.85;A VISTA
1148;1101;3;2;2021-01-29 15:57:27;1772.97;PARCELADO
1149;666;2;11;2018-07-10 17:56:10;1468.39;A VISTA
1150;429;2;9;2019-02-09 17:13:02;1324.5;A VISTA
1151;855;1;14;2018-10-09 12:49:00;1789.86;A VISTA
1152;485;2;4;2017-06-16 14:42:57;1790.0;PARCELADO
1153;191;2;2;2017-01-02 14:58:43;850.11;A VISTA
1154;1371;2;15;2020-11-15 17:39:18;671.09;A VISTA
1155;876;3;5;2017-06-13 10:30:29;8.76;PARCELADO
1156;828;1;11;2018-02-18 09:03:53;593.67;A VISTA
1157;331;2;10;2020-12-11 10:30:25;1215.82;A VISTA
1158;462;4;1;2020-12-11 10:30:25;48.21;A VISTA
1159;180;2;9;2021-05-28 17:08:05;102.59;A VISTA
1160;782;3;6;2022-02-09 14:12:00;1528.82;A VISTA
1161;636;2;13;2021-07-08 15:02:15;1874.4;A VISTA
1162;191;2;16;2023-11-10 11:14:34;987.43;A VISTA
1163;1108;2;6;2020-02-09 11:48:48;1467.15;A VISTA
1164;335;2;4;2017-07-22 12:02:40;1189.23;PARCELADO
1165;806;2;12;2020-07-17 12:46:05;87.83;A VISTA
1166;755;2;9;2021-07-11 12:07:17;780.21;A VISTA
1167;1219;3;13;2021-12-16 15:06:26;3405.53;A VISTA
1168;334;4;2;2022-06-14 14:39:43;10.71;A VISTA
1169;608;1;2;2020-12-26 10:40:55;218.57;A VISTA
1170;1125;2;2;2020-10-08 12:02:04;1890.06;A VISTA
1171;785;3;13;2019-11-29 16:51:47;1524.12;A VISTA
1172;1002;2;6;2017-12-19 12:12:58;1580.8;A VISTA
1173;637;3;13;2021-08-18 15:51:18;69.39;PARCELADO
1174;657;4;8;2022-06-16 12:15:24;519.78;A VISTA
1175;1290;2;12;2019-09-05 13:17:31;27.66;A VISTA
1176;1065;1;0;2020-04-27 00:38:48;785.46;PARCELADO
1177;1231;2;10;2017-09-20 09:10:38;910.81;A VISTA
1178;1140;4;8;2021-08-03 14:03:45;1186.82;PARCELADO
1179;575;2;16;2020-07-28 16:06:56;1479.36;A VISTA
1180;96;1;8;2017-03-06 14:38:30;1342.26;A VISTA
1181;610;1;7;2018-07-05 11:34:42;316.57;A VISTA
1182;1245;1;1;2018-07-05 11:34:42;2050.96;A VISTA
1183;621;3;2;2023-11-05 14:16:08;1074.67;PARCELADO
1184;836;4;4;2023-03-26 12:04:54;937.69;PARCELADO
1185;463;2;8;2017-01-14 14:27:29;1079.67;PARCELADO
1186;830;4;14;2018-02-04 16:38:03;552.21;A VISTA
1187;208;1;0;2017-11-08 22:51:12;442.14;A VISTA
1188;737;1;7;2019-11-25 15:19:26;287.27;A VISTA
1189;353;2;6;2020-11-28 12:06:26;1197.18;A VISTA
1190;420;4;7;2024-01-28 09:14:38;398.19;PARCELADO
1191;639;2;16;2019-01-22 11:40:26;28.98;A VISTA
1192;352;4;10;2022-07-08 13:44:36;612.63;PARCELADO
1193;219;1;10;2023-04-25 13:46:45;1945.2;PARCELADO
1194;371;1;2;2020-06-14 10:30:31;2.25;A VISTA
1195;239;3;5;2019-12-22 15:31:12;2363.66;PARCELADO
1196;75;4;8;2018-11-13 14:20:53;143.91;A VISTA
1197;645;1;7;2022-11-22 17:08:20;2724.63;A VISTA
1198;770;2;4;2019-03-10 14:05:33;1811.13;A VISTA
1199;408;1;8;2018-01-05 14:28:29;275.15;A VISTA
1200;63;3;2;2018-06-25 13:47:53;651.84;A VISTA
1201;398;4;12;2023-03-08 17:11:47;1084.4;A VISTA
1202;949;3;4;2021-12-17 17:08:29;306.88;A VISTA
1203;1173;2;10;2019-11-30 16:02:04;87.48;PARCELADO
1204;1276;1;14;2020-11-23 12:44:10;723.8;A VISTA
1205;605;4;6;2022-03-31 16:00:26;221.08;A VISTA
1206;1094;1;4;2022-08-04 10:20:12;1209.92;A VISTA
1207;465;1;13;2019-11-27 15:01:51;463.1;A VISTA
1208;62;3;4;2018-02-13 12:17:10;2003.51;A VISTA
1209;1170;3;10;2022-10-26 10:55:23;745.04;A VISTA
1210;690;2;4;2019-06-25 17:21:51;810.66;A VISTA
1211;83;4;0;2022-11-08 14:49:24;2169.15;A VISTA
1212;80;3;5;2017-02-16 10:18:28;1542.66;A VISTA
1213;190;2;10;2023-02-15 10:52:28;2664.7;A VISTA
1214;863;2;16;2018-12-17 11:40:27;1129.0;A VISTA
1215;493;2;9;2017-12-19 12:53:28;350.21;A VISTA
1216;951;2;3;2017-02-23 12:39:55;893.09;A VISTA
1217;191;1;12;2022-08-17 14:18:57;215.28;PARCELADO
1218;1292;4;6;2022-06-10 10:19:42;810.43;A VISTA
1219;1247;4;2;2022-08-01 11:44:06;1100.26;PARCELADO
1220;614;3;12;2020-12-22 16:23:04;2070.93;A VISTA
1221;156;1;9;2019-10-10 14:51:33;1367.03;A VISTA
1222;1178;2;0;2021-05-11 01:45:58;449.14;A VISTA
1223;1247;4;5;2021-11-23 09:41:27;1126.56;A VISTA
1224;463;1;12;2022-06-25 10:19:32;392.18;PARCELADO
1225;603;4;8;2018-12-22 14:09:52;1428.35;A VISTA
1226;175;2;11;2022-02-13 16:49:03;1376.36;A VISTA
1227;1018;2;9;2018-12-24 12:56:18;526.22;A VISTA
1228;903;2;12;2019-07-27 14:36:03;246.76;A VISTA
1229;78;3;1;2019-07-27 14:36:03;479.53;PARCELADO
1230;801;3;15;2024-01-24 17:22:22;2235.05;A VISTA
1231;274;3;11;2020-06-01 11:06:22;1882.78;A VISTA
1232;273;3;10;2022-04-06 09:56:54;1244.61;A VISTA
1233;163;2;0;2019-08-18 03:34:10;327.44;A VISTA
1234;632;1;1;2019-08-18 03:34:10;1714.74;PARCELADO
1235;324;3;8;2022-01-23 12:40:07;610.68;A VISTA
1236;291;3;15;2021-05-20 12:32:03;609.75;PARCELADO
1237;395;3;8;2019-03-12 14:05:38;503.59;A VISTA
1238;1087;3;4;2021-04-03 09:24:39;673.49;A VISTA
1239;260;2;12;2017-05-18 14:26:47;46.35;A VISTA
1240;1199;2;10;2022-06-15 11:04:35;53.81;A VISTA
1241;647;1;11;2019-01-24 10:23:48;220.31;A VISTA
1242;1297;2;2;2020-09-22 11:55:38;16.56;A VISTA
1243;698;2;5;2018-08-18 11:44:30;228.78;A VISTA
1244;165;2;11;2023-12-28 16:50:13;1132.25;A VISTA
1245;329;1;11;2021-01-06 14:26:31;39.57;A VISTA
1246;1021;3;12;2018-08-15 09:17:44;1859.06;A VISTA
1247;150;2;8;2022-04-18 12:26:10;28.29;A VISTA
1248;217;2;13;2019-06-07 10:28:11;557.16;A VISTA
1249;834;4;12;2021-01-30 12:37:47;468.79;PARCELADO
1250;1020;3;6;2019-08-05 17:41:09;251.24;A VISTA
1251;798;1;6;2023-07-06 11:03:15;426.95;A VISTA
1252;532;3;8;2017-07-05 16:46:04;1772.64;A VISTA
1253;377;2;11;2020-07-09 11:34:43;627.0;A VISTA
1254;568;3;6;2022-01-01 16:56:27;27.0;A VISTA
1255;926;1;3;2019-03-10 15:33:52;1731.13;A VISTA
1256;20;1;3;2019-03-17 17:15:54;1095.79;PARCELADO
1257;912;1;13;2019-08-06 12:00:38;1788.34;A VISTA
1258;1334;4;9;2017-02-27 15:26:09;68.94;A VISTA
1259;500;2;13;2019-04-16 12:39:54;309.58;A VISTA
1260;132;3;0;2022-07-12 05:30:47;464.66;A VISTA
1261;728;4;1;2022-07-12 05:30:47;28.12;A VISTA
1262;350;2;0;2019-07-28 13:17:16;633.27;PARCELADO
1263;1189;1;2;2020-05-28 09:45:07;2373.44;A VISTA
1264;886;4;5;2021-05-19 10:27:09;325.28;A VISTA
1265;1189;2;11;2017-11-01 16:54:33;274.44;A VISTA
1266;862;1;4;2019-11-15 10:01:14;1041.54;A VISTA
1267;357;4;0;2018-06-05 13:45:29;113.34;A VISTA
1268;535;1;0;2022-05-25 02:48:46;924.63;A VISTA
1269;1374;2;10;2022-11-26 14:36:35;1162.75;A VISTA
1270;140;2;5;2022-02-27 09:16:15;10.4;A VISTA
1271;672;2;12;2022-05-22 14:45:34;1021.26;A VISTA
1272;1161;3;0;2020-02-04 05:19:03;1260.99;PARCELADO
1273;1138;2;15;2021-03-01 13:55:58;13.77;PARCELADO
1274;389;1;4;2022-07-23 12:49:18;305.65;A VISTA
1275;420;2;14;2021-06-09 12:50:03;58.66;PARCELADO
1276;69;3;14;2017-07-12 13:47:49;849.84;A VISTA
1277;876;1;12;2022-11-18 17:58:54;321.05;A VISTA
1278;431;2;13;2019-01-03 12:38:15;1283.38;A VISTA
1279;181;3;14;2023-12-28 13:55:40;1975.22;A VISTA
1280;548;2;6;2019-07-16 11:22:02;271.08;A VISTA
1281;890;2;2;2017-11-27 17:14:52;52.16;PARCELADO
1282;845;4;15;2023-11-02 09:05:25;2158.07;A VISTA
1283;1237;3;2;2017-11-09 14:58:21;1064.78;PARCELADO
1284;470;3;1;2017-11-09 14:58:21;2343.84;A VISTA
1285;362;2;15;2019-03-30 16:01:44;718.28;PARCELADO
1286;406;4;10;2019-09-08 11:36:46;449.5;A VISTA
1287;1238;4;10;2023-01-22 12:41:06;1117.44;A VISTA
1288;901;1;16;2020-11-11 13:47:00;1083.39;A VISTA
1289;1044;1;7;2020-05-29 15:41:03;1961.75;A VISTA
1290;431;1;11;2020-05-13 17:46:16;1716.66;A VISTA
1291;745;4;1;2020-05-13 17:46:16;217.17;PARCELADO
1292;969;4;9;2023-11-09 12:29:00;434.59;PARCELADO
1293;651;3;13;2018-08-11 09:35:48;398.47;PARCELADO
